BOOT
frequency=50Hz
3xAD7177 test start
{text}b1_nT,b2_nT,b3_nT,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,stm32_roll_deg,stm32_pitch_deg,vertical_raw_nT,vertical_corr_nT
{plotter}16307.429688,11068.613281,-29885.142578,0.247681,0.061035,0.476074,23.282442,-51.114502,10.732824,1.985537,-9.809443,-26274.320312,-26681.679688
{plotter}15823.809570,10363.988281,-30162.408203,0.287354,0.058594,0.442017,32.748093,-57.374046,17.664122,2.611711,-11.100190,-26057.482422,-26637.677734
{plotter}15282.817383,9814.504883,-30831.386719,0.288086,0.056885,0.466309,42.488548,-70.259544,24.763359,3.385820,-12.595031,-26138.691406,-26604.671875
{plotter}14031.820312,9226.955078,-31146.199219,0.297363,0.084473,0.492432,33.389313,-62.152672,17.618320,3.989916,-13.858135,-26182.082031,-26578.183594
{plotter}13520.350586,8792.223633,-31403.628906,0.300903,0.088379,0.500366,32.671757,-44.061069,11.328244,4.602739,-14.753852,-26144.808594,-26551.992188
{plotter}13255.159180,8383.980469,-31566.039062,0.330078,0.081421,0.483032,34.748093,-9.022901,11.572519,5.240817,-14.953532,-26209.398438,-26532.384766
{plotter}13334.218750,7597.727539,-31610.917969,0.299561,0.100586,0.449463,29.954199,30.106871,14.091603,5.773614,-14.443601,-26390.453125,-26527.394531
{plotter}13726.146484,7245.690430,-31363.671875,0.279541,0.078369,0.407593,30.244274,53.328243,21.282442,6.286458,-13.609418,-26298.845703,-26515.591797
{plotter}15153.594727,6828.252441,-31105.548828,0.244629,0.144409,0.429199,31.893129,78.992363,31.083969,6.826793,-12.225904,-26182.265625,-26495.951172
{plotter}16149.976562,6454.674805,-30731.355469,0.168213,0.139038,0.519531,2.366412,94.045799,41.221375,6.665783,-10.455029,-26349.414062,-26488.015625
{plotter}17182.078125,6298.858887,-30281.548828,0.189575,0.126709,0.512695,-4.961832,107.648857,19.893129,6.460446,-8.361899,-26569.482422,-26494.144531
{plotter}18274.880859,6113.462402,-29769.074219,0.130005,0.018799,0.353882,32.977100,99.297707,-6.870229,7.107459,-6.373880,-26577.175781,-26498.478516
{plotter}19202.851562,5961.959473,-28912.761719,0.108765,0.198242,0.443848,26.916031,78.244278,-40.534351,7.864349,-4.780102,-26128.082031,-26468.552734
{plotter}20780.787109,6192.946777,-28415.703125,0.104126,0.148682,0.572998,-23.557251,103.862595,-18.564886,7.352751,-2.461538,-26471.701172,-26461.929688
{plotter}21931.939453,6563.603027,-27693.554688,0.061157,0.140381,0.567261,-23.435114,158.259537,-3.786260,6.879311,0.687804,-26969.353516,-26486.576172
{plotter}23436.074219,7316.954590,-26660.240234,-0.017700,0.075928,0.410767,-16.625954,174.152664,-28.122137,6.439342,5.189400,-27276.486328,-26526.484375
{plotter}24929.833984,7691.726074,-25487.583984,-0.065430,0.043701,0.326782,-7.053435,120.717560,-15.725191,6.322797,7.136665,-27392.958984,-26568.611328
{plotter}25979.669922,7816.603027,-24049.097656,-0.104248,0.100830,0.429199,4.473282,56.702290,-7.374046,6.465575,8.331324,-26537.427734,-26545.490234
{plotter}26914.515625,7914.080566,-23686.228516,-0.133301,0.108887,0.510742,-12.671756,58.351147,-22.091602,6.140843,9.788584,-26787.324219,-26539.927734
{plotter}27348.595703,8192.831055,-23244.054688,-0.113281,0.114502,0.499268,-7.129771,67.236641,-25.236641,6.009330,10.915333,-27034.595703,-26549.976562
{plotter}27831.074219,8719.011719,-22746.898438,-0.132568,0.089355,0.409546,7.160306,60.244274,-27.664122,6.106720,12.216124,-27088.191406,-26560.728516
{plotter}28227.593750,8946.747070,-22302.191406,-0.163330,0.110718,0.422974,-8.916031,22.824427,-28.717558,5.936034,13.153606,-27040.703125,-26566.224609
{plotter}28503.212891,9289.686523,-21864.921875,-0.159302,0.083618,0.450806,-20.961832,19.160305,-31.786259,5.523329,13.557689,-26969.574219,-26565.074219
{plotter}28623.962891,9745.903320,-21637.058594,-0.184937,0.091064,0.477051,-20.885496,32.916031,-40.137405,4.958278,14.338706,-27157.316406,-26575.808594
{plotter}28790.197266,10256.575195,-21327.394531,-0.200073,0.060425,0.427856,-18.167938,38.992367,-51.725189,4.367769,15.304711,-27357.111328,-26598.435547
{plotter}28920.677734,11495.233398,-21007.882812,-0.230225,0.044556,0.429932,-26.351145,30.106871,-55.160305,3.557070,16.107983,-27483.044922,-26625.824219
{plotter}29012.546875,12150.048828,-20709.759766,-0.187012,0.056030,0.444092,-33.938931,38.473282,-41.358780,2.680297,16.987143,-27717.371094,-26666.750000
{plotter}29374.402344,12661.236328,-19957.777344,-0.197754,0.049561,0.448730,-21.694656,44.641220,-28.045801,2.116517,17.969477,-27588.820312,-26694.359375
{plotter}29569.664062,13068.531250,-19570.095703,-0.220459,0.012817,0.410400,-24.091602,31.832062,-19.511450,1.509024,18.718737,-27692.144531,-26726.595703
{plotter}29693.035156,13432.222656,-19288.224609,-0.209717,-0.001343,0.420166,-15.709924,16.656488,-16.778625,1.066397,19.137159,-27717.250000,-26758.054688
{plotter}29745.236328,14065.021484,-19091.808594,-0.260498,-0.005859,0.420166,-20.396946,12.305344,-22.702290,0.483541,19.514959,-27819.031250,-26793.791016
{plotter}29754.542969,14385.640625,-18930.888672,-0.218506,-0.013794,0.414429,-17.633587,-9.435115,-15.862596,-0.003905,19.410107,-27744.111328,-26822.031250
{plotter}29446.693359,14641.420898,-19025.673828,-0.232056,-0.006470,0.389282,-13.175572,-35.389313,-17.160305,-0.392534,18.794971,-27592.927734,-26838.408203
{plotter}29039.013672,14860.170898,-19398.667969,-0.178833,-0.036865,0.418945,-2.992366,-74.580154,1.969466,-0.474949,17.341330,-27289.339844,-26833.505859
{plotter}28508.902344,14856.761719,-20024.935547,-0.206909,-0.045654,0.396240,16.427481,-94.488548,24.946566,-0.040488,15.533047,-26938.175781,-26805.765625
{plotter}27919.218750,14188.863281,-20801.642578,-0.162720,0.010986,0.413208,18.702290,-102.763359,20.488550,0.448848,13.519308,-26643.320312,-26762.044922
{plotter}27232.123047,13872.840820,-21621.689453,-0.126953,0.016479,0.470581,4.977099,-113.954201,28.748091,0.685237,11.250641,-26354.970703,-26703.015625
{plotter}25699.625000,13536.703125,-23268.392578,-0.103882,0.014404,0.481079,14.442748,-109.450378,30.198473,1.086602,9.062101,-26768.146484,-26679.976562
{plotter}24933.054688,13114.970703,-24077.146484,-0.031860,0.026123,0.513184,27.053434,-99.450378,37.969467,1.742258,7.012733,-26534.296875,-26644.462891
{plotter}24288.066406,12582.496094,-24765.291016,-0.040894,0.018921,0.443237,33.068703,-86.488548,40.412212,2.488796,5.241605,-26313.224609,-26597.740234
{plotter}23663.447266,11423.667969,-25413.656250,-0.017212,0.026123,0.460938,28.305344,-84.519081,31.526718,3.103936,3.493522,-26153.751953,-26546.097656
{plotter}23020.330078,10976.722656,-26009.439453,0.018188,0.065796,0.535645,17.450382,-69.328247,28.488550,3.494872,2.051417,-26099.771484,-26495.445312
{plotter}22080.335938,10612.607422,-26860.457031,0.032959,0.066650,0.474487,27.404581,-47.541985,28.809160,4.149694,0.789696,-26480.775391,-26476.150391
{plotter}21733.896484,10175.933594,-27191.126953,0.085693,0.079102,0.487915,36.793892,-39.587788,26.885496,4.778407,0.045979,-26266.375000,-26444.449219
{plotter}21503.566406,9215.056641,-27449.480469,0.057617,0.060547,0.399170,30.045801,-27.862595,10.625955,5.552097,-0.643479,-26288.480469,-26418.412109
{plotter}21285.207031,8856.424805,-27641.123047,0.078613,0.065430,0.412231,29.893129,-32.534351,10.244275,6.041840,-1.216342,-26097.589844,-26381.503906
{plotter}20718.861328,8527.700195,-28092.468750,0.058960,0.120728,0.485596,15.114504,-35.358780,12.335877,6.571289,-2.179642,-26234.558594,-26357.603516
{plotter}20481.886719,8290.297852,-28284.457031,0.071289,0.129639,0.530640,8.213740,-19.969465,10.900764,6.715994,-2.531147,-26189.845703,-26332.978516
{plotter}20430.078125,8144.430176,-28329.414062,0.114380,0.102173,0.498657,9.526717,7.877862,-3.908397,6.966683,-2.489565,-26221.974609,-26312.197266
{plotter}20499.183594,8043.230957,-28310.195312,0.104126,0.090576,0.448486,8.854961,9.282443,-15.435115,7.152892,-2.394102,-26208.394531,-26291.619141
{plotter}20558.072266,8002.910645,-28341.587891,0.061157,0.077148,0.449707,25.099237,-28.778625,9.816793,7.686357,-3.028854,-25997.570312,-26257.824219
{plotter}20122.029297,7711.403809,-28554.462891,0.076538,0.166870,0.555542,27.328245,-37.083969,18.000000,8.111842,-3.656160,-25842.160156,-26216.033203
{plotter}19897.865234,7352.843750,-28732.111328,0.132324,0.143311,0.542725,-0.687023,-1.068702,-3.282443,8.158858,-3.821380,-26011.572266,-26189.455078
{plotter}19903.238281,7360.109863,-28753.980469,0.141602,0.135376,0.516357,-1.862595,18.961832,-15.572519,8.158094,-3.513327,-26147.345703,-26173.644531
{plotter}20063.666016,7537.870117,-28648.400391,0.133789,0.130859,0.457275,-5.618320,17.816793,-15.770992,8.103186,-3.108953,-26139.443359,-26157.544922
{plotter}20285.685547,7671.396973,-28467.982422,0.109375,0.141968,0.451782,0.122137,4.839694,-13.435115,8.188787,-3.080958,-25955.605469,-26128.980469
{plotter}20198.746094,7741.980469,-28512.564453,0.090332,0.132080,0.485107,1.801527,-10.595420,-6.091603,8.330664,-3.403229,-25877.699219,-26096.544922
{plotter}20126.648438,7759.614258,-28552.523438,0.060669,0.110352,0.477783,-5.603054,6.030534,-8.244275,8.285130,-3.317985,-25926.003906,-26069.228516
{plotter}20190.078125,8029.920410,-28527.609375,0.054199,0.100830,0.435913,-16.824427,32.732826,-22.671755,8.031052,-2.665422,-26063.781250,-26052.060547
{plotter}20412.943359,8347.824219,-28147.273438,0.048950,0.109009,0.457764,-20.870230,37.893131,-26.366413,7.753639,-2.033251,-26022.605469,-26031.083984
{plotter}20922.449219,8726.166992,-27945.164062,0.076782,0.105957,0.463623,-20.427481,19.648855,-10.625955,7.400911,-1.686995,-25960.859375,-26006.125000
{plotter}21031.781250,8987.830078,-27833.214844,0.075317,0.092651,0.482666,-12.946565,11.694656,-12.656488,7.182061,-1.492048,-25934.539062,-25979.908203
{plotter}21103.214844,9421.988281,-27753.326172,0.055908,0.062866,0.478149,-6.183206,16.061069,-28.809160,7.073903,-1.152982,-25951.777344,-25954.787109
{plotter}21221.708984,9720.354492,-27638.650391,0.030518,0.084839,0.476562,-13.114504,51.801525,-45.450382,6.870007,0.122816,-26184.529297,-25945.599609
{plotter}21533.283203,10188.029297,-27041.406250,0.031616,0.083008,0.491699,-26.549618,59.694656,-53.801525,6.457834,1.142639,-26148.248047,-25931.431641
{plotter}22347.244141,10850.860352,-26602.349609,0.030640,0.066040,0.489746,-39.816795,66.625954,-62.488548,5.638327,2.552438,-26377.562500,-25931.820312
{plotter}22746.869141,11632.991211,-26128.726562,0.018555,0.040771,0.450562,-31.312977,58.106869,-42.000000,4.968282,3.746815,-26456.060547,-25934.800781
{plotter}23112.683594,12739.166992,-25723.712891,-0.014038,0.042969,0.421875,-19.450382,48.076336,-30.503817,4.544258,4.746749,-26461.662109,-25934.294922
{plotter}23412.591797,13056.291992,-25380.542969,-0.023071,0.057007,0.478882,-21.694656,37.969467,-11.984733,4.116747,5.501992,-26510.253906,-25936.117188
{plotter}23698.914062,13365.047852,-24667.808594,-0.047241,0.060303,0.517212,-29.893129,60.335876,-11.328244,3.520531,6.718929,-26409.843750,-25928.695312
{plotter}24659.984375,13769.199219,-24117.166016,-0.039062,0.016357,0.490112,-38.488548,77.099236,-18.931297,2.696079,8.257389,-26741.433594,-25943.492188
{plotter}25209.251953,14270.645508,-23473.498047,-0.070679,0.033081,0.433350,-49.770992,65.908394,-5.694656,1.702112,9.585432,-26915.390625,-25968.023438
{plotter}25579.255859,14876.817383,-22956.837891,-0.010620,-0.008179,0.400391,-30.061069,5.007634,32.580154,1.211979,9.668948,-26611.636719,-25968.632812
{plotter}25678.667969,14552.773438,-22845.259766,-0.029541,0.015625,0.455688,-2.961832,-48.839695,64.610687,1.363860,8.611319,-26083.734375,-25934.136719
{plotter}25517.558594,13972.930664,-23564.294922,-0.039795,-0.029663,0.492310,-9.908397,-75.572517,104.061066,1.397919,7.010576,-26157.310547,-25911.021484
{plotter}24857.080078,13157.210938,-24126.238281,-0.087280,-0.010498,0.505005,-10.671756,-104.351143,128.167938,1.425769,4.883587,-25821.144531,-25870.361328
{plotter}24386.755859,12274.452148,-24763.199219,-0.048340,0.013428,0.549683,-11.465649,-83.419846,110.519081,1.349111,3.162704,-25775.529297,-25833.716797
{plotter}24038.650391,11104.219727,-25217.378906,-0.051392,-0.009033,0.440918,-19.954199,-64.015266,72.244278,0.994656,1.878118,-25795.207031,-25806.259766
{plotter}23623.343750,10850.018555,-25594.232422,0.010864,-0.016846,0.420898,-19.053434,-84.213737,56.931297,0.619155,0.163324,-25542.726562,-25766.195312
{plotter}23012.765625,10590.614258,-26615.726562,0.062622,-0.001099,0.479126,-22.259542,-100.259544,54.473282,0.150145,-1.924795,-25799.933594,-25751.785156
{plotter}21425.605469,10391.353516,-27194.714844,0.080444,-0.017822,0.471313,-6.198473,-100.748093,47.832062,-0.046071,-4.017745,-25635.013672,-25729.503906
{plotter}20619.148438,10111.898438,-27761.781250,0.109619,-0.011841,0.446045,11.160305,-93.312981,37.083969,0.099550,-5.972391,-25448.171875,-25699.048828
{plotter}19833.222656,9400.640625,-28298.699219,0.111450,0.010254,0.454224,15.877863,-92.580154,15.755725,0.391598,-7.903041,-25238.619141,-25660.648438
{plotter}19002.556641,9142.508789,-29247.169922,0.140747,0.031982,0.456421,22.656488,-72.091606,-22.167938,0.972236,-9.902346,-25601.472656,-25653.541016
{plotter}17503.974609,8978.757812,-29643.765625,0.251099,-0.026367,0.503906,37.557251,-67.465652,-40.977100,1.698618,-10.966206,-25498.601562,-25640.445312
{plotter}16951.878906,8754.551758,-29978.802734,0.208618,-0.016724,0.452515,36.564884,-41.816795,0.625954,2.399506,-11.934945,-25440.767578,-25626.304688
{plotter}16592.589844,8390.826172,-30212.763672,0.173950,0.001099,0.414185,17.603054,-25.572519,-1.358779,2.746110,-12.528927,-25467.521484,-25617.597656
{plotter}16382.570312,8065.703613,-30349.310547,0.203857,-0.000854,0.435181,5.893130,-3.740458,-10.793893,2.886774,-12.717924,-25564.257812,-25618.427734
{plotter}16326.369141,7983.405762,-30377.287109,0.257446,0.051147,0.539795,23.435114,18.809160,-16.244274,3.423089,-12.324467,-25673.761719,-25626.835938
{plotter}16880.869141,7826.495117,-30231.125000,0.254150,0.098633,0.574463,39.206108,61.068703,-43.893131,4.371341,-11.046366,-25764.787109,-25640.236328
{plotter}17452.673828,7654.022461,-29991.921875,0.232788,0.073730,0.475342,59.511452,61.740459,-67.435112,5.810178,-9.774787,-25678.046875,-25645.273438
{plotter}17876.917969,7440.366699,-29810.007812,0.171753,0.102539,0.406372,66.213737,16.381680,-49.465649,7.772991,-9.137738,-25377.570312,-25628.644531
{plotter}18011.722656,6766.509766,-29765.474609,0.173218,0.139160,0.472046,42.610687,9.832061,-33.282444,8.580594,-8.962844,-25269.572266,-25606.904297
{plotter}18116.115234,6633.613770,-29646.400391,0.130859,0.131470,0.536133,17.801527,45.099236,-33.450382,9.191884,-7.867735,-25371.560547,-25592.802734
{plotter}19049.371094,6675.203125,-29368.271484,0.169800,0.150879,0.554443,11.022901,82.030533,-42.977100,9.426996,-6.461393,-25557.539062,-25591.212891
{plotter}20056.496094,6881.488770,-28829.962891,0.065796,0.133423,0.428223,3.099237,127.740456,-60.778625,9.730721,-3.109399,-25829.480469,-25605.302734
{plotter}21172.404297,7689.215820,-28136.123047,0.082642,0.120972,0.426147,-12.320611,123.511452,-45.954197,9.586448,-1.085674,-26056.773438,-25629.119141
{plotter}22230.224609,8150.421875,-26715.349609,0.009644,0.115601,0.410522,-18.152672,102.625954,-28.916031,9.254559,1.032454,-25453.343750,-25605.177734
{plotter}23141.341797,8537.395508,-26058.462891,-0.034546,0.119629,0.465332,-15.786260,100.290077,-25.786259,8.983501,3.125202,-25631.023438,-25591.619141
{plotter}24748.986328,8929.248047,-25387.107422,-0.047974,0.132446,0.510620,-29.160305,100.137405,-40.931297,8.396071,5.240654,-25972.232422,-25601.035156
{plotter}25535.572266,9494.601562,-24646.029297,-0.078979,0.095825,0.498291,-31.679390,120.519081,-38.992367,7.732640,7.764540,-26382.130859,-25634.669922
{plotter}26510.691406,10677.333008,-23732.152344,-0.148315,0.074097,0.452637,-32.656490,155.908401,-22.595419,7.087056,11.015052,-26889.203125,-25695.529297
{plotter}27649.628906,11134.220703,-21454.478516,-0.155884,0.065796,0.442139,-39.526718,126.305344,-6.977099,6.344125,13.621469,-26039.275391,-25688.484375
{plotter}28594.892578,11542.924805,-20514.316406,-0.223145,0.044556,0.456909,-32.854961,94.564888,-12.763359,5.666486,15.629513,-26265.580078,-25694.718750
{plotter}29845.845703,11913.539062,-19749.660156,-0.251587,0.026001,0.441284,-25.938931,72.473282,-7.587786,5.125751,17.204269,-26601.570312,-25722.605469
{plotter}30256.626953,12204.056641,-19146.132812,-0.271118,0.041260,0.426636,-26.793894,44.000000,3.343511,4.638088,18.204472,-26643.265625,-25750.531250
{plotter}30534.505859,12482.990234,-18715.351562,-0.262817,0.029785,0.441772,-15.221375,38.793892,7.465649,4.399091,19.061565,-26704.136719,-25779.873047
{plotter}30810.734375,12547.613281,-17946.687500,-0.276611,0.038330,0.418213,-3.786260,48.152672,-7.221374,4.305018,20.162630,-26535.199219,-25794.216797
{plotter}31101.242188,12701.979492,-17620.539062,-0.266724,0.017700,0.373169,-12.412213,23.267176,-17.083969,3.929556,20.787964,-26659.080078,-25815.953125
{plotter}31221.539062,12963.962891,-17486.634766,-0.304077,0.026001,0.364380,-18.610687,-10.198473,-23.954199,3.371906,20.801283,-26693.357422,-25839.017578
{plotter}30966.564453,13297.808594,-17605.859375,-0.270142,-0.016235,0.391235,-24.076336,-49.877861,-25.618320,2.630275,19.969313,-26531.933594,-25850.406250
{plotter}30501.998047,14087.922852,-17982.128906,-0.266602,0.014526,0.411499,-24.687023,-90.137405,-32.519085,1.880746,18.322071,-26210.953125,-25838.878906
{plotter}29779.947266,14438.084961,-19600.646484,-0.203979,-0.004883,0.444580,-26.778625,-140.610687,-10.702291,1.232886,15.580449,-26575.429688,-25858.066406
{plotter}28810.587891,14603.899414,-20743.101562,-0.175171,-0.011108,0.458374,-20.061069,-161.908401,-5.007634,0.767527,12.398664,-26252.429688,-25858.289062
{plotter}26473.576172,14720.678711,-21878.031250,-0.142700,-0.017090,0.443970,-18.198473,-152.000000,-5.511450,0.348137,9.414311,-25825.070312,-25830.632812
{plotter}25289.765625,14828.003906,-22902.275391,-0.072144,-0.057983,0.424561,-10.809160,-147.297714,2.931298,0.090273,6.470172,-25582.962891,-25790.714844
{plotter}24122.285156,14715.549805,-23887.775391,-0.038818,-0.054077,0.445557,6.351145,-145.297714,10.763359,0.180073,3.552549,-25290.306641,-25735.787109
{plotter}22954.802734,14481.455078,-25735.589844,-0.010376,-0.020752,0.530273,4.748092,-138.213745,22.167938,0.277572,0.773042,-25972.496094,-25737.410156
{plotter}21851.353516,14239.305664,-26400.191406,0.050415,-0.010986,0.504028,4.106870,-89.587784,18.946566,0.345673,-1.076964,-25898.449219,-25736.589844
{plotter}20525.664062,14013.791016,-26838.638672,0.066406,-0.003784,0.430664,22.091602,-54.473282,22.809160,0.769686,-2.218041,-25833.607422,-25731.636719
{plotter}20100.847656,13650.116211,-27216.263672,0.148071,-0.035889,0.428955,30.961832,-64.320610,30.015266,1.314723,-3.656263,-25559.320312,-25710.332031
