BOOT
frequency=50Hz
3xAD7177 test start
{text}b1_nT,b2_nT,b3_nT,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,stm32_roll_deg,stm32_pitch_deg,vertical_raw_nT,vertical_corr_nT
{plotter}16755.148438,9921.426758,-29818.880859,0.208252,0.063354,0.465088,55.893131,29.526718,17.923664,1.660037,-13.176687,-24922.355469,-25378.675781
{plotter}17122.187500,9283.971680,-29776.648438,0.214600,0.088379,0.486938,45.572517,40.732826,29.557251,2.468857,-12.432580,-24974.607422,-25378.109375
{plotter}18070.701172,8763.793945,-29502.982422,0.197998,0.101318,0.500366,32.198475,41.587788,22.458015,3.040420,-11.656335,-24747.601562,-25361.755859
{plotter}18521.626953,8376.803711,-29315.898438,0.170044,0.085083,0.496338,21.053434,42.702290,18.167938,3.416449,-10.864190,-24758.054688,-25346.353516
{plotter}18994.949219,8086.723633,-29113.912109,0.107422,0.073364,0.480469,21.511450,42.977100,16.702290,3.826466,-10.043577,-24759.785156,-25330.998047
{plotter}19442.246094,7568.304199,-28918.689453,0.099976,0.083618,0.475586,17.496183,45.236641,14.335877,4.178359,-9.178183,-24827.046875,-25320.701172
{plotter}19924.052734,7400.549805,-28668.490234,0.101196,0.090820,0.481201,9.541985,73.007637,12.000000,4.378712,-7.764407,-25071.164062,-25326.080078
{plotter}21526.466797,7309.106934,-27707.529297,0.111084,0.090332,0.503052,6.305344,103.343513,2.625954,4.518049,-5.738482,-24757.742188,-25306.656250
{plotter}22480.210938,7306.391113,-27105.111328,0.029785,0.115356,0.459473,9.419847,93.969467,-8.946565,4.804195,-3.830352,-24837.265625,-25290.937500
{plotter}23201.810547,7347.376465,-26617.867188,-0.015381,0.090698,0.476807,-4.641222,67.572517,-16.473282,4.782866,-2.400047,-24918.214844,-25279.470703
{plotter}23789.734375,7849.514648,-26164.767578,-0.040161,0.092041,0.492188,-13.694656,76.931297,-29.236641,4.575157,-0.754736,-25139.691406,-25280.666016
{plotter}24435.279297,8249.383789,-25617.677734,-0.017090,0.086182,0.498291,-12.778625,99.923668,-30.229008,4.363544,1.308133,-25467.117188,-25300.960938
{plotter}26272.607422,8555.836914,-23981.888672,-0.029907,0.126099,0.510254,7.068702,139.969467,-26.671755,4.549659,4.152258,-25069.000000,-25287.164062
{plotter}27425.226562,8770.782227,-22905.910156,-0.151123,0.101562,0.450317,5.694656,148.030533,-30.488550,4.704414,7.290346,-25410.859375,-25292.947266
{plotter}28433.626953,9087.160156,-21851.580078,-0.200439,0.071899,0.408569,-14.732824,127.328247,-49.511452,4.333925,10.074140,-25750.714844,-25317.417969
{plotter}29211.968750,10327.753906,-20900.568359,-0.224976,0.025513,0.363770,-24.137405,99.435112,-50.870228,3.676971,12.239920,-25929.250000,-25347.750000
{plotter}29771.232422,10947.355469,-20131.972656,-0.230225,0.040161,0.382935,-17.328245,67.633591,-52.122139,3.124120,13.793539,-26041.093750,-25380.978516
{plotter}30487.138672,11531.454102,-18923.150391,-0.248779,0.078003,0.420166,-12.854961,75.389313,-49.832062,2.692616,15.512723,-25845.539062,-25394.603516
{plotter}30864.117188,12073.573242,-18253.464844,-0.292480,0.099121,0.411987,-26.412214,74.366409,-41.709923,2.008883,17.179169,-26140.082031,-25425.107422
{plotter}31192.927734,12699.293945,-17535.505859,-0.284546,0.026855,0.374634,-61.312977,68.290077,-43.236641,0.528962,18.759369,-26523.726562,-25478.183594
{plotter}31416.830078,14108.325195,-16912.054688,-0.270142,-0.038818,0.370972,-51.038166,31.099237,-27.541985,-0.734964,19.536253,-26613.558594,-25531.402344
{plotter}31486.613281,14426.113281,-16592.923828,-0.314209,-0.031982,0.389526,-17.709923,-0.900763,-11.496183,-1.201651,19.691183,-26513.441406,-25573.802734
{plotter}31352.449219,14596.356445,-16632.277344,-0.349487,-0.017944,0.424438,-5.633588,-9.877863,-8.900764,-1.379473,19.555555,-26493.781250,-25612.494141
{plotter}31261.828125,14733.379883,-16650.136719,-0.319092,-0.009521,0.436890,-20.061069,-4.580153,-12.717557,-1.869469,19.530386,-26587.835938,-25655.724609
{plotter}31169.865234,14989.599609,-16639.123047,-0.309204,-0.022583,0.380859,-28.763359,-16.213741,-14.656488,-2.556595,19.386213,-26657.167969,-25701.412109
{plotter}30940.960938,15503.210938,-16828.705078,-0.279785,-0.053101,0.350830,-34.030533,-62.305344,-3.190840,-3.278192,18.289698,-26504.101562,-25734.107422
{plotter}30491.378906,15560.184570,-17385.806641,-0.285522,-0.070557,0.370483,-29.328245,-123.206108,14.809160,-3.789078,16.034956,-26083.568359,-25737.505859
{plotter}28945.853516,15524.648438,-19312.138672,-0.241333,-0.038818,0.447876,-23.053434,-132.977097,13.496183,-4.139387,13.500962,-26576.880859,-25780.357422
{plotter}28118.363281,15521.113281,-20212.898438,-0.204956,-0.097046,0.478882,-28.015266,-125.206108,13.221375,-4.640838,11.079482,-26407.044922,-25812.205078
{plotter}27272.787109,15550.581055,-21049.101562,-0.136353,-0.081665,0.459473,-21.648855,-117.740456,1.221374,-5.087353,8.787957,-26249.486328,-25834.154297
{plotter}26388.343750,15739.805664,-21863.255859,-0.096436,-0.054565,0.426270,-20.229008,-126.305344,-0.793893,-5.477696,6.297490,-26020.076172,-25841.416016
{plotter}25398.263672,15824.435547,-22714.275391,-0.051514,-0.121582,0.373169,-24.335878,-145.328247,8.625955,-5.925097,3.423035,-25699.707031,-25828.861328
{plotter}23022.710938,15831.547852,-24588.478516,0.029541,-0.124023,0.463379,-14.274809,-157.709930,7.129771,-6.285238,0.233806,-26267.621094,-25862.072266
{plotter}21931.496094,15737.014648,-25422.742188,0.023804,-0.125000,0.483154,9.893129,-130.152664,20.061069,-6.178008,-2.338247,-26051.445312,-25881.685547
{plotter}21094.363281,15383.665039,-26112.126953,0.074219,-0.125854,0.462646,30.473282,-89.129768,34.366413,-5.706325,-4.104761,-25931.806641,-25894.500000
{plotter}20430.357422,14310.488281,-26728.671875,0.107544,-0.050293,0.451172,36.015266,-95.450378,31.358778,-5.063460,-6.037392,-25583.904297,-25885.896484
{plotter}19695.357422,13785.520508,-27342.962891,0.142456,-0.055786,0.456543,25.740458,-91.450378,30.977098,-4.661274,-7.918202,-25389.076172,-25866.771484
{plotter}18241.126953,13350.026367,-28403.765625,0.187988,-0.058350,0.467773,20.961832,-83.374046,26.519083,-4.363638,-9.656568,-25861.695312,-25885.003906
{plotter}17540.490234,12967.967773,-28855.462891,0.182007,-0.074951,0.501221,16.839695,-78.198471,22.030535,-4.148142,-11.232026,-25732.130859,-25895.486328
{plotter}16914.050781,12649.698242,-29228.392578,0.190674,-0.062744,0.497803,18.778625,-55.068703,9.389313,-3.842120,-12.365699,-25691.951172,-25904.117188
{plotter}16431.798828,12116.261719,-29504.757812,0.221558,-0.062500,0.470093,21.969465,-31.129770,-0.351145,-3.432894,-13.071430,-25679.093750,-25912.587891
{plotter}16135.688477,11916.953125,-29693.281250,0.228882,-0.052856,0.456299,25.435114,-11.877863,-15.832061,-2.875602,-13.431375,-25678.257812,-25920.748047
{plotter}15761.901367,11689.649414,-29971.652344,0.257324,-0.034912,0.504517,37.450382,-16.870230,-16.137405,-2.051896,-13.782367,-25741.498047,-25933.195312
{plotter}15617.561523,11355.759766,-30102.605469,0.298096,-0.067505,0.519531,48.885498,8.595420,-29.694656,-0.928180,-13.625997,-25751.046875,-25945.326172
{plotter}15851.841797,10990.657227,-30085.039062,0.213867,0.027832,0.486694,65.603050,57.709923,-61.389313,0.691923,-12.530367,-25797.578125,-25958.667969
{plotter}16295.409180,10311.067383,-29961.273438,0.255371,0.052368,0.475464,59.740459,64.213737,-43.129772,2.084337,-11.292990,-25802.916016,-25970.582031
{plotter}16870.740234,9877.772461,-29776.042969,0.172119,0.083008,0.430054,67.358780,94.274811,-19.389313,3.569141,-9.493081,-25922.349609,-25988.373047
{plotter}18569.388672,9318.420898,-29153.382812,0.153442,0.131470,0.512085,46.244274,77.129768,11.114504,4.478537,-7.992945,-25479.351562,-25972.341797
{plotter}19328.396484,8940.071289,-28795.566406,0.096924,0.084595,0.471436,15.389313,75.068703,-8.595420,4.848944,-6.517493,-25562.365234,-25961.003906
{plotter}20047.242188,8874.473633,-28393.318359,0.093506,0.074829,0.411499,13.358779,82.931297,-11.404580,5.152771,-4.877675,-25677.429688,-25955.894531
{plotter}20804.894531,8846.139648,-27963.558594,0.053223,0.083618,0.386841,4.061069,64.259544,-9.938931,5.240191,-3.579849,-25686.955078,-25949.589844
{plotter}21348.589844,8956.618164,-27625.242188,0.050659,0.098267,0.516235,-0.061069,35.450382,-13.908397,5.284741,-2.860227,-25584.335938,-25934.693359
{plotter}22272.462891,8996.926758,-27017.003906,0.027466,0.109619,0.529419,34.793892,81.786263,-17.801527,6.016230,-1.197861,-25453.958984,-25908.501953
{plotter}23239.253906,8783.601562,-26408.910156,0.014282,0.110718,0.458252,52.854961,126.320610,-3.282443,7.149078,1.313404,-25636.542969,-25893.294922
{plotter}24437.984375,8385.301758,-25598.224609,-0.071289,0.140381,0.424561,54.473282,133.496185,5.343512,8.350597,4.007689,-25758.058594,-25884.207031
{plotter}25518.419922,7720.206543,-24826.515625,-0.112793,0.190918,0.435425,24.977098,96.198471,-6.335878,9.012721,6.022768,-25859.416016,-25880.404297
{plotter}26294.585938,7824.851562,-24199.087891,-0.137573,0.177124,0.486694,-12.717557,65.435112,-9.770992,8.814280,7.391733,-25908.386719,-25877.849609
{plotter}27387.080078,8049.053711,-23154.296875,-0.161499,0.203613,0.544678,-22.641222,65.038170,-6.442748,8.371079,8.697052,-25627.074219,-25852.410156
{plotter}28012.531250,8362.582031,-22471.406250,-0.187622,0.101074,0.520508,-20.641222,98.427483,-19.618320,7.939759,10.701104,-25935.414062,-25846.847656
{plotter}28780.359375,8718.356445,-21632.410156,-0.161377,0.147095,0.415649,-8.503817,110.198471,-17.511450,7.870683,13.027586,-26201.619141,-25856.888672
{plotter}29537.146484,9253.082031,-20766.753906,-0.302368,0.148071,0.434814,-6.015267,106.900764,-18.610687,7.762933,15.264907,-26421.322266,-25878.414062
{plotter}30247.822266,9494.903320,-19915.757812,-0.297852,0.171997,0.472290,-4.198473,92.778625,-16.992367,7.653573,17.149097,-26571.296875,-25906.412109
{plotter}31355.113281,9803.793945,-18409.919922,-0.297607,0.122559,0.410889,-17.938931,79.679390,-27.389313,7.237922,18.919922,-26274.845703,-25907.771484
{plotter}31663.248047,10278.519531,-17843.966797,-0.292114,0.118652,0.369019,-28.442749,51.206108,-45.755726,6.478452,20.226431,-26495.439453,-25922.339844
{plotter}31803.914062,10911.149414,-17451.351562,-0.324097,0.100586,0.368896,-38.916031,32.244274,-40.641220,5.486660,21.138458,-26698.667969,-25948.746094
{plotter}31889.146484,12159.955078,-17105.052734,-0.340820,0.072388,0.355957,-45.435116,26.259542,-33.954197,4.374025,21.930666,-26870.859375,-25983.832031
{plotter}31940.103516,12732.619141,-16794.951172,-0.340576,0.066650,0.364502,-51.465649,16.671755,-26.778625,3.178264,22.483883,-27056.826172,-26029.037109
{plotter}31900.363281,13291.916016,-16366.685547,-0.350220,0.031372,0.376221,-54.305344,2.091603,-27.343512,1.874753,22.703291,-27001.531250,-26066.722656
{plotter}31724.128906,13883.727539,-16348.931641,-0.356201,-0.018921,0.379883,-52.091602,-19.801527,-33.954197,0.520709,22.460615,-27111.660156,-26109.830078
{plotter}31401.800781,14541.341797,-16483.691406,-0.351196,-0.021240,0.389404,-51.312977,-41.190838,-39.083969,-0.841540,21.759188,-27146.781250,-26153.173828
{plotter}30976.865234,15754.957031,-16759.962891,-0.308594,-0.022705,0.399170,-46.870228,-62.351147,-31.877863,-2.032627,20.636475,-27115.054688,-26191.626953
{plotter}30450.478516,16217.896484,-17189.693359,-0.268555,-0.077515,0.390015,-47.068703,-100.030533,-21.648855,-3.177264,18.753103,-26892.830078,-26213.365234
{plotter}28933.248047,16641.078125,-18641.119141,-0.244263,-0.081909,0.434692,-44.183205,-116.351143,-19.251909,-4.196442,16.497173,-27209.535156,-26259.857422
{plotter}28067.501953,17009.083984,-19444.134766,-0.190918,-0.090698,0.447266,-29.862595,-118.671753,-18.351145,-4.911586,14.165424,-27064.425781,-26295.906250
{plotter}27200.976562,17282.275391,-20241.896484,-0.165649,-0.094971,0.423462,-23.816793,-114.580154,-4.351145,-5.431503,11.941565,-26943.654297,-26323.765625
{plotter}26423.666016,17476.652344,-20957.937500,-0.124268,-0.121338,0.426880,-15.679389,-97.389313,6.137404,-5.778165,10.051035,-26875.533203,-26347.312500
{plotter}25773.232422,17384.244141,-21573.558594,-0.100220,-0.140259,0.423462,-4.977099,-85.709923,19.358778,-5.894647,8.410119,-26764.414062,-26363.742188
{plotter}24708.820312,17171.738281,-22697.708984,-0.071533,-0.083740,0.440796,5.175572,-77.236641,24.748091,-5.744359,6.929304,-27105.925781,-26406.484375
{plotter}24238.189453,16879.818359,-23232.798828,-0.044312,-0.069580,0.458252,3.496183,-80.122139,36.824429,-5.606411,5.393296,-26939.257812,-26437.466797
{plotter}23719.716797,16537.462891,-23807.277344,0.000000,-0.094971,0.445435,13.572519,-86.106873,34.534351,-5.322218,3.699023,-26716.304688,-26453.396484
{plotter}23129.279297,15757.205078,-24430.312500,-0.017944,-0.103271,0.427490,14.778625,-91.770996,32.351147,-5.041855,1.920796,-26481.376953,-26454.880859
{plotter}22470.589844,15515.294922,-25036.787109,0.006592,-0.076660,0.468262,6.732824,-88.809158,10.961832,-4.942830,0.143434,-26336.671875,-26448.158203
{plotter}21145.904297,15435.698242,-26001.615234,0.045654,-0.080200,0.467407,-0.854962,-71.221375,3.099237,-5.009334,-1.326529,-26753.281250,-26473.564453
{plotter}20629.654297,15312.290039,-26387.656250,0.113037,-0.070679,0.475586,12.778625,-61.816795,13.633588,-4.800220,-2.653202,-26591.941406,-26487.773438
{plotter}20053.503906,15014.137695,-26879.054688,0.104370,-0.079346,0.432251,26.198473,-93.221375,41.114502,-4.381091,-4.532088,-26275.482422,-26481.074219
{plotter}19237.517578,13833.094727,-27556.263672,0.128052,-0.063843,0.484131,30.992367,-115.786263,49.480915,-3.903350,-6.860328,-25932.523438,-26454.496094
{plotter}18372.650391,13394.491211,-28193.714844,0.134155,-0.078613,0.500366,22.183207,-84.534348,21.297710,-3.564294,-8.572190,-25909.703125,-26429.904297
{plotter}17343.404297,13139.353516,-28858.736328,0.211548,-0.053101,0.550415,10.259542,-36.916031,9.358779,-3.395354,-9.297812,-26395.449219,-26442.111328
{plotter}17170.406250,12969.443359,-29001.238281,0.219971,-0.057373,0.487427,15.358779,-25.618320,19.221375,-3.172749,-9.859378,-26296.236328,-26447.255859
{plotter}16849.814453,12650.674805,-29253.775391,0.238647,-0.045166,0.482910,35.190838,-54.488548,19.083969,-2.557948,-11.002387,-26025.888672,-26434.332031
{plotter}16382.318359,11687.425781,-29589.199219,0.213135,-0.017456,0.502563,33.022900,-50.793892,26.122137,-2.009880,-12.042769,-25903.044922,-26415.523438
{plotter}15966.827148,11323.848633,-29890.111328,0.203003,-0.010376,0.507446,15.938931,-27.129770,18.809160,-1.773936,-12.609832,-26011.519531,-26406.162109
{plotter}15705.284180,11133.150391,-30098.414062,0.234375,-0.007324,0.476685,9.603053,1.267176,6.900764,-1.607741,-12.657200,-26218.884766,-26411.962891
{plotter}15760.668945,10992.736328,-30115.437500,0.221680,-0.017090,0.436279,20.641222,3.053435,-3.709924,-1.183388,-12.739140,-26113.871094,-26409.884766
{plotter}15742.715820,10801.122070,-30169.636719,0.203857,-0.019287,0.440430,32.167938,-5.832061,-19.160305,-0.464926,-12.981239,-25946.732422,-26396.085938
{plotter}15621.698242,10331.857422,-30281.015625,0.215576,-0.019409,0.486816,39.129772,-4.381680,-41.740459,0.502099,-13.128422,-25852.042969,-26376.458984
{plotter}15517.969727,10095.648438,-30363.384766,0.259033,-0.015747,0.466431,50.229008,36.091602,-46.961834,1.705440,-12.473544,-25988.474609,-26366.298828
{plotter}16304.362305,9701.730469,-30181.410156,0.209229,0.023926,0.407959,65.312981,65.038170,-23.679390,3.113705,-11.284664,-25846.935547,-26345.187500
{plotter}17070.390625,9142.812500,-29934.849609,0.225098,0.109253,0.483276,59.145039,91.038170,-11.038168,4.352068,-9.507924,-25934.474609,-26329.359375
{plotter}18042.171875,8659.173828,-29541.560547,0.207520,0.138184,0.516724,40.702290,98.625954,-2.213740,5.148403,-7.538788,-26030.654297,-26318.912109
{plotter}19034.316406,8002.009277,-29094.443359,0.102417,0.136230,0.506348,35.603054,103.496185,-1.801527,5.893976,-5.494580,-26167.164062,-26316.609375
{plotter}20066.753906,7781.749023,-28583.785156,0.122192,0.124634,0.505859,22.167938,139.114502,1.984733,6.353658,-2.773420,-26543.824219,-26337.937500
{plotter}22836.064453,7693.855469,-26904.568359,0.060791,0.089966,0.393188,21.343512,162.015274,-11.954199,6.778021,0.472051,-25995.742188,-26314.447266
{plotter}23978.416016,7703.219238,-26085.853516,0.009155,0.164062,0.447144,2.030534,105.465652,-16.305344,6.949377,2.589341,-26019.970703,-26290.464844
{plotter}24683.982422,7874.120117,-25522.205078,-0.061157,0.137451,0.535767,-15.679389,70.763359,-12.244275,6.631575,4.023526,-26113.839844,-26271.757812
{plotter}25345.742188,8361.504883,-24957.027344,-0.084717,0.099731,0.529175,0.793893,122.320610,-21.938931,6.649572,6.523587,-26546.257812,-26280.871094
{plotter}26388.376953,8610.391602,-24059.744141,-0.105591,0.114502,0.427979,14.106871,167.038162,-31.664122,6.967985,9.974128,-27062.869141,-26321.974609
{plotter}27669.957031,8856.883789,-21579.548828,-0.183960,0.157837,0.396362,0.412214,163.267181,-27.572519,7.078132,13.412334,-26187.664062,-26292.812500
{plotter}29744.884766,9226.041992,-20552.068359,-0.250122,0.117310,0.395142,-29.450382,100.687019,-27.908398,6.490160,15.654724,-26685.058594,-26296.097656
{plotter}30191.435547,9754.498047,-19886.417969,-0.270264,0.086670,0.425903,-36.366413,61.038166,-39.938931,5.602962,17.082502,-26876.595703,-26310.103516
{plotter}30491.042969,11015.483398,-19358.630859,-0.293579,0.089111,0.399170,-34.122139,46.137405,-40.992367,4.740813,18.242565,-27003.037109,-26329.380859
{plotter}30667.529297,11671.070312,-18934.517578,-0.310547,0.086304,0.401367,-51.603054,29.389313,-41.587788,3.490749,19.032522,-27195.281250,-26359.574219
{plotter}30758.142578,12551.431641,-18092.230469,-0.296387,0.080200,0.406738,-85.145035,39.648853,-57.343510,1.448209,20.011522,-27222.113281,-26387.582031
{plotter}30916.902344,13726.237305,-17419.208984,-0.308838,-0.020264,0.376953,-115.694656,46.641220,-57.816795,-1.337887,21.134428,-27689.355469,-26444.867188
{plotter}30919.140625,14981.496094,-16801.228516,-0.286011,-0.110474,0.388916,-97.862595,19.190840,-50.183205,-3.821057,21.616995,-27903.609375,-26512.476562
{plotter}30782.960938,16730.324219,-16483.998047,-0.259888,-0.079956,0.393311,-49.389313,-10.396947,-34.580154,-5.143955,21.469252,-27941.013672,-26576.902344
{plotter}30567.138672,17154.705078,-16448.593750,-0.273071,-0.068970,0.403320,-36.259541,-30.290077,-21.312977,-6.051678,20.946739,-27892.724609,-26634.699219
{plotter}30289.074219,17580.523438,-16776.156250,-0.274536,-0.114624,0.408936,-36.854961,-42.931297,-26.519083,-7.025450,20.139771,-28079.808594,-26703.667969
{plotter}29587.099609,17981.531250,-17006.291016,-0.263184,-0.110840,0.400024,-28.641222,-39.450382,-16.015266,-7.751846,19.439196,-28024.214844,-26765.953125
{plotter}29295.929688,18248.712891,-17246.716797,-0.253906,-0.151245,0.362061,-18.045801,-48.702290,-3.847328,-8.223408,18.602558,-27996.832031,-26823.791016
{plotter}28930.351562,18432.693359,-17632.056641,-0.226074,-0.137573,0.360107,-13.816793,-70.671753,0.091603,-8.518211,17.295322,-27856.890625,-26869.835938
{plotter}28444.746094,18444.373047,-18186.542969,-0.203735,-0.140869,0.365234,-7.877862,-99.190842,1.587786,-8.658326,15.410453,-27568.373047,-26894.810547
{plotter}27799.197266,18383.359375,-19781.843750,-0.166138,-0.142944,0.427124,-5.984733,-118.702293,12.519084,-8.718406,13.152130,-28079.158203,-26958.773438
{plotter}26348.722656,18219.529297,-20611.730469,-0.135742,-0.156250,0.458374,7.404580,-108.534348,16.916031,-8.519200,11.081622,-27717.375000,-26996.769531
{plotter}25650.765625,17950.208984,-21437.812500,-0.115723,-0.156738,0.409302,21.877863,-109.587784,22.274809,-8.047998,9.010041,-27463.929688,-27017.480469
{plotter}24863.115234,17098.949219,-22346.265625,-0.091431,-0.146973,0.395630,33.450382,-127.374046,17.603054,-7.353061,6.552542,-27029.042969,-27010.154297
{plotter}23899.044922,16696.546875,-23351.884766,-0.033325,-0.082520,0.469604,23.816793,-137.496185,14.320611,-6.846015,3.834142,-26717.382812,-26984.392578
{plotter}22847.167969,16348.437500,-25218.212891,0.045532,-0.084229,0.487793,20.045801,-131.969467,16.000000,-6.446789,1.160648,-27351.625000,-27009.730469
{plotter}20801.183594,15963.583008,-26041.462891,0.098022,-0.074219,0.512329,32.473282,-118.274811,19.343512,-5.808521,-1.223309,-27072.978516,-27016.972656
{plotter}19972.750000,15441.134766,-26758.187500,0.067383,-0.104492,0.488037,44.061069,-103.175575,33.908398,-5.017671,-3.272064,-26820.525391,-27008.703125
{plotter}19193.730469,14070.506836,-27453.669922,0.145386,-0.065063,0.544678,49.022900,-89.053436,32.854961,-4.094630,-4.995150,-26609.242188,-26989.689453
{plotter}18592.197266,13509.327148,-27992.517578,0.175537,-0.055420,0.492676,41.557251,-47.786259,18.549618,-3.318888,-6.016077,-26620.845703,-26973.984375
{plotter}18236.564453,12992.428711,-28609.382812,0.162476,-0.041382,0.454468,43.022900,-29.541985,12.717557,-2.507745,-6.727817,-26813.261719,-26974.195312
{plotter}17788.167969,12457.921875,-28870.785156,0.168579,-0.046021,0.519531,51.236641,-26.229008,12.625955,-1.525027,-7.283726,-26701.308594,-26967.218750
{plotter}17699.355469,11818.420898,-29105.757812,0.191162,-0.009766,0.541016,82.488548,-2.351145,4.427481,0.113373,-7.329684,-26586.613281,-26952.691406
{plotter}17850.935547,10977.649414,-29248.873047,0.187256,0.074707,0.484375,92.305344,24.687023,-3.847328,2.020975,-6.922674,-26481.703125,-26931.419922
{plotter}18128.255859,9436.200195,-29287.031250,0.174927,0.118896,0.471558,61.221375,25.709923,-2.656489,3.334263,-6.502828,-26450.996094,-26910.210938
{plotter}18388.957031,9009.526367,-29180.103516,0.149658,0.080811,0.472290,32.305344,24.396946,4.076336,4.024837,-6.121511,-26352.449219,-26882.460938
{plotter}19070.296875,8692.635742,-29022.583984,0.145996,0.088379,0.525635,25.389313,41.740459,12.259542,4.518558,-5.335738,-26351.777344,-26855.009766
{plotter}19737.488281,8420.660156,-28710.267578,0.113037,0.081177,0.519409,26.152672,79.709923,4.366412,5.045254,-3.787913,-26493.712891,-26836.863281
{plotter}20673.734375,8200.587891,-28210.867188,0.079468,0.109863,0.482910,25.984734,115.206108,-16.305344,5.641652,-1.513725,-26712.406250,-26832.142578
{plotter}21787.927734,8146.487305,-27545.234375,0.019409,0.094238,0.402832,17.129770,123.740456,-22.687023,6.011730,0.989746,-26912.943359,-26838.511719
{plotter}22836.599609,8238.961914,-26269.054688,-0.019653,0.122925,0.436279,6.259542,93.496185,-17.145039,6.213045,2.897924,-26345.380859,-26800.525391
{plotter}24299.244141,8353.963867,-25756.699219,-0.049561,0.146851,0.499146,-4.519084,78.412216,-13.374045,6.184830,4.503230,-26538.349609,-26775.486328
{plotter}24968.173828,8555.705078,-25202.650391,-0.060547,0.115967,0.485962,-15.297709,87.068703,-26.106871,5.912915,6.312035,-26785.636719,-26766.300781
{plotter}25651.267578,8903.727539,-24580.589844,-0.095337,0.073242,0.438232,-13.145039,91.526718,-30.916031,5.624813,8.244200,-27023.968750,-26771.333984
{plotter}26355.916016,9661.656250,-23913.582031,-0.140747,0.075928,0.414917,-10.122137,100.610687,-27.770992,5.396581,10.373985,-27270.576172,-26789.775391
{plotter}27093.324219,10070.837891,-22494.607422,-0.167480,0.117432,0.475708,-29.465649,80.152672,-31.969465,4.768896,12.090236,-26775.570312,-26768.357422
{plotter}28184.285156,10637.289062,-21847.835938,-0.167847,0.117798,0.525757,-43.709923,79.404579,-32.412212,3.773853,13.722009,-27183.718750,-26773.818359
{plotter}28753.996094,11254.992188,-21078.226562,-0.206665,0.036743,0.447021,-35.893131,97.770996,-28.763359,2.943436,15.816984,-27534.675781,-26800.511719
{plotter}29377.310547,11816.126953,-20238.210938,-0.236084,0.013306,0.395874,-29.114504,92.992363,-28.366413,2.206447,17.837275,-27816.730469,-26842.875000
{plotter}29899.173828,12805.724609,-19449.992188,-0.255005,0.029663,0.390503,-29.755726,58.549618,-27.145039,1.460967,19.175604,-27877.300781,-26884.189453
{plotter}30221.951172,13261.482422,-18452.861328,-0.263794,0.022217,0.411743,-40.595421,36.061069,-18.977098,0.532694,20.036455,-27574.001953,-26899.458984
{plotter}30558.822266,13720.770508,-18083.929688,-0.262207,-0.008179,0.412964,-35.770992,30.061069,-16.763359,-0.322180,20.761015,-27813.773438,-26929.423828
{plotter}30652.443359,14129.547852,-17799.445312,-0.259277,-0.018066,0.405029,-21.419847,17.587786,-14.290076,-0.881861,21.227350,-27890.833984,-26962.208984
{plotter}30677.429688,14406.946289,-17632.802734,-0.276245,-0.013550,0.352173,-21.511450,-3.206107,-14.503817,-1.432995,21.284187,-27896.396484,-26993.199219
{plotter}30578.925781,14923.100586,-17625.033203,-0.273560,-0.035156,0.367798,-24.351145,-32.870228,-9.496183,-2.016958,20.758459,-27799.845703,-27015.220703
{plotter}30332.058594,15098.810547,-18237.896484,-0.274536,-0.042114,0.391724,-20.885496,-65.083969,-0.366412,-2.454709,19.597567,-27948.578125,-27048.052734
{plotter}29354.324219,15162.673828,-18896.830078,-0.239136,-0.048828,0.408447,-18.442749,-101.145035,5.312977,-2.796200,17.687389,-27605.363281,-27057.007812
{plotter}28550.830078,15197.825195,-19777.966797,-0.184204,-0.044556,0.443237,-16.992367,-136.061066,0.503817,-3.120101,15.018687,-27271.503906,-27044.591797
{plotter}27529.642578,15232.910156,-20833.505859,-0.148071,-0.060669,0.443604,-9.557252,-153.755722,7.603054,-3.278924,11.990776,-26917.240234,-27010.833984
{plotter}26430.751953,14995.217773,-21949.625000,-0.098022,-0.059814,0.427490,10.946565,-149.389313,16.992367,-2.999004,9.032619,-26572.083984,-26957.738281
{plotter}25336.169922,14617.692383,-24091.628906,-0.030518,-0.023804,0.472290,18.259542,-145.068695,26.167938,-2.544421,6.107239,-27272.041016,-26962.259766
{plotter}23230.003906,14228.734375,-25000.902344,-0.003662,-0.043579,0.450806,16.366413,-125.923668,15.236641,-2.207027,3.557507,-26922.542969,-26945.115234
{plotter}22158.722656,13904.558594,-25859.529297,0.034180,-0.029785,0.466797,30.519083,-130.381683,8.809160,-1.600728,0.880538,-26575.283203,-26907.320312
{plotter}21069.234375,13501.679688,-26712.271484,0.071777,-0.007080,0.475464,40.030533,-119.404579,15.770992,-0.794845,-1.594236,-26300.419922,-26854.791016
{plotter}20066.742188,12482.294922,-27477.365234,0.103027,-0.013428,0.466431,38.580154,-106.580154,10.015267,-0.041630,-3.831937,-26083.916016,-26793.306641
{plotter}19122.177734,12043.558594,-28731.431641,0.143555,0.036621,0.474121,31.572519,-96.366409,5.725191,0.623594,-5.887250,-26486.429688,-26766.960938
{plotter}17439.644531,11679.960938,-29222.542969,0.160767,0.009521,0.499878,25.908398,-78.244278,7.740458,1.129465,-7.530640,-26451.044922,-26741.044922
{plotter}16814.980469,11350.124023,-29590.998047,0.194946,0.040649,0.525635,20.534351,-58.152672,6.549618,1.525492,-8.696401,-26399.345703,-26714.398438
